,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,q_mean_mm,q_sd_mm,record_len_years,camels_q_mean_mm,n_years,log_drainage_area_km2,n_complete_years,tmean,replaced_zero_flow_uar_mean,replaced_zero_flow_uar_median,replaced_zero_flow_uar_mad,replaced_zero_flow_uar_std,replaced_zero_flow_uar_skew,replaced_zero_flow_uar_kurt,log_uar_mean,log_uar_median,log_uar_mad,log_uar_std,log_uar_skew,log_uar_kurt
325,FRA,08KH008,426.2,-121.014425621465,52.4118215823418,-1169.77,4.36262,0.76,0.05,0.03,0.0,0.01,0.0,0.14,0.0,0.0099999999999998,0.75,0.06,0.04,0.0,0.01,0.0,0.14,0.0,0.0,0.7,0.09,0.06,0.0,0.01,0.0,0.14,0.0,1.11022302462516e-16,11.810859,332.084389216807,963.71313,1073.8207,2332.9714,783.33289,1073.8207,785.2,-2.8,9.0,551.0,163.5,258.8,3.3,0.6,1.0,0.0,0.893875717318168,0.659842087433504,9,,8,6.05725228764599,7.0,3.1,2.09639573097229,2.016481637954712,0.5898518562316895,0.6878520250320435,0.3362911343574524,-0.9818932414054871,2.09639573097229,2.016481637954712,0.5898518562316895,0.6878520250320435,0.3362911343574524,-0.9818932414054871
326,FRA,08KH010,789.2,-120.6777909299,52.3168443737765,-1214.37,2.88023,0.75,0.07,0.14,0.0,0.01,0.0,0.02,0.01,0.0,0.74,0.07,0.15,0.01,0.01,0.0,0.02,0.0,0.0,0.66,0.18,0.12,0.01,0.01,0.0,0.02,0.0,0.0,20.497932,296.816034636642,1502.1301,1506.2504,2541.7573,838.96893,1506.2504,1019.8,-4.9,6.7,491.7,301.6,277.8,3.1,0.6,1.0,0.0,2.14332977246439,2.6178791003829,57,,61,6.67228607797729,58.0,0.8999999999999999,2.6330318450927734,2.4129467010498047,0.8932360410690308,1.0558319091796875,0.5060268044471741,-0.8249409794807434,2.6330318450927734,2.4129467010498047,0.8932360410690308,1.0558319091796875,0.5060268044471741,-0.8249409794807434
327,FRA,08KH013,2872.7,-121.008348731883,52.9960885870046,-1306.09,8.6673,0.73,0.06,0.09,0.0,0.01,0.01,0.03,0.06,0.01,0.72,0.07,0.12,0.01,0.01,0.01,0.03,0.04,-0.01,0.68,0.09,0.14,0.01,0.01,0.01,0.03,0.03,0.0,20.259119,328.84817448642,1478.6117,1496.5764,2907.5398,807.74719,1496.5764,1077.1,-4.7,6.5,500.0,327.5,270.3,2.9,0.6,1.0,0.0,2.91158034796796,2.8464272297053,14,,13,7.96335567705696,12.0,0.8999999999999999,3.0808117389678955,3.06797194480896,0.8209336996078491,0.9551862478256226,0.16112633049488068,-1.084538459777832,3.0808117389678955,3.06797194480896,0.8209336996078491,0.9551862478256226,0.16112633049488068,-1.084538459777832
328,FRA,08KH014,250.8,-120.567923025548,52.8992173818748,-1566.18,16.51333,0.47,0.07,0.15,0.01,0.01,0.02,0.1,0.18,-0.01,0.46,0.07,0.22,0.01,0.01,0.02,0.1,0.11,0.0,0.37,0.12,0.26,0.01,0.01,0.02,0.1,0.11,0.0,23.610258,56.2958841323501,1646.6066,1623.8938,2907.5398,933.40247,1623.8938,1224.9,-5.4,5.4,481.0,471.2,276.3,2.8,0.5,1.0,0.0,4.31006729706731,4.06597820619051,22,,21,5.52863512161025,17.0,0.0,3.463195323944092,3.4253921508789062,0.9078353643417358,1.0202829837799072,0.07431986182928085,-1.3482393026351929,3.463195323944092,3.4253921508789062,0.9078353643417358,1.0202829837799072,0.07431986182928085,-1.3482393026351929
329,FRA,08KH019,545.3,-121.295117817612,52.1675294565421,-1052.0,0.0,0.6,0.15,0.19,0.01,0.03,0.0,0.02,0.0,0.0,0.59,0.15,0.2,0.01,0.03,0.0,0.02,0.0,0.0,0.67,0.13,0.16,0.0,0.01,0.0,0.02,0.0,0.0099999999999998,4.416338,299.111664854218,1118.0,1204.1008,2156.6277,785.06848,1204.1008,717.2,-3.5,8.6,519.2,146.7,269.9,3.3,0.6,1.0,0.0,0.539891291455774,0.800262643700398,55,,54,6.30316827540167,53.0,2.55,1.1439989805221558,0.8721003532409668,0.9583593606948853,1.1646733283996582,0.5103150010108948,-0.4842734932899475,1.1439989805221558,0.8721003532409668,0.9583593606948853,1.1646733283996582,0.5103150010108948,-0.4842734932899475
330,FRA,08KH022,140.3,-120.590552600949,52.3234906581848,-1392.91,8.64755,0.66,0.07,0.24,0.01,0.01,0.0,0.01,0.0,0.0,0.66,0.07,0.25,0.01,0.01,0.0,0.01,0.0,-0.01,0.57,0.22,0.18,0.01,0.01,0.0,0.01,0.0,0.0,24.231949,304.238096557009,1727.9551,1713.3896,2541.7573,1082.458,1713.3896,1126.3,-5.9,5.5,460.2,384.3,286.8,3.0,0.6,1.0,0.0,2.81503706748782,3.81070850697592,15,,13,4.95088528969048,13.0,-0.2000000000000001,2.717454671859741,2.4918272495269775,1.0394630432128906,1.2066608667373657,0.43719956278800964,-0.9909318685531616,2.717454671859741,2.4918272495269775,1.0394630432128906,1.2066608667373657,0.43719956278800964,-0.9909318685531616
331,FRA,08KH023,10.7,-122.374831546141,52.9328652180849,-1252.39,0.0,0.62,0.08,0.07,0.01,0.2,0.01,0.01,0.0,0.0,0.62,0.08,0.07,0.01,0.2,0.01,0.01,0.0,0.0,0.3,0.41,0.08,0.01,0.18,0.01,0.01,0.0,0.0,7.3908916,279.025565769932,772.16858,756.48474,985.5387,599.88464,756.48474,589.4,-1.5,10.6,587.6,80.9,250.2,3.7,0.6,1.0,0.0,0.231555820777748,0.510206220379462,17,,22,2.45958884180371,10.0,4.55,0.12858785688877106,0.21622306108474731,1.3897404670715332,1.862107276916504,-0.6665053367614746,0.6022153496742249,0.12858785688877106,0.21622306108474731,1.3897404670715332,1.862107276916504,-0.6665053367614746,0.6022153496742249
332,FRA,08KH029,5.6,-120.731536226862,52.7644367187499,-1052.0,0.0,0.89,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.0099999999999998,0.89,0.04,0.04,0.01,0.01,0.0,0.01,0.0,0.0,0.81,0.11,0.06,0.01,0.01,0.0,0.01,0.0,-0.01,19.495209,327.942921087497,1256.0306,1346.8326,2160.6887,797.71942,1346.8326,1009.0,-3.6,7.7,538.0,264.5,247.9,2.9,0.6,1.0,0.0,1.68034975177107,1.97653994445387,18,,16,1.88706964903238,8.0,2.05,2.404454469680786,2.3660972118377686,0.7942540645599365,0.9689461588859558,0.18667446076869965,-0.41415563225746155,2.404454469680786,2.3660972118377686,0.7942540645599365,0.9689461588859558,0.18667446076869965,-0.41415563225746155
333,FRA,08KH030,184.5,-120.617964124961,52.7822285173599,-1308.94,7.63581,0.69,0.09,0.13,0.01,0.01,0.01,0.02,0.05,-0.01,0.69,0.09,0.16,0.01,0.01,0.01,0.01,0.02,0.0,0.59,0.1,0.24,0.01,0.02,0.01,0.01,0.02,0.0,24.104599,272.457431709216,1593.5165,1566.3212,2584.3772,733.6958,1566.3212,1207.8,-5.1,5.7,488.7,427.2,277.9,2.9,0.5,1.0,0.0,3.20685948675346,3.68956902985405,16,,16,5.22305488204749,22.0,0.3000000000000002,3.0770139694213867,3.0026698112487793,0.8876090049743652,1.049045443534851,0.3149062395095825,-0.946421205997467,3.0770139694213867,3.0026698112487793,0.8876090049743652,1.049045443534851,0.3149062395095825,-0.946421205997467
334,FRA,08KH031,2749.7,-120.989103065113,52.2782745886435,-1119.65,1.54685,0.73,0.1,0.1,0.01,0.02,0.0,0.04,0.0,0.0,0.72,0.1,0.11,0.01,0.02,0.0,0.04,0.0,0.0,0.69,0.15,0.1,0.01,0.02,0.0,0.04,0.0,-0.01,11.839799,322.067750421243,1140.9158,1237.0554,2541.7573,727.80035,1237.0554,828.8,-3.6,8.3,525.1,193.7,267.8,3.3,0.6,1.0,0.0,1.116586982807,1.19078045216914,13,,12,7.91961070372397,16.0,2.3500000000000005,2.136647939682007,1.8645367622375488,0.8077153563499451,0.9385018348693848,0.5614762902259827,-0.8147487044334412,2.136647939682007,1.8645367622375488,0.8077153563499451,0.9385018348693848,0.5614762902259827,-0.8147487044334412
335,FRA,08LA001,10303.1,-120.391082958896,52.0682243047131,-1183.72,2.11692,0.7,0.08,0.1,0.01,0.01,0.01,0.05,0.04,0.0,0.69,0.09,0.12,0.01,0.01,0.01,0.05,0.02,0.0,0.64,0.13,0.14,0.01,0.01,0.01,0.05,0.02,-0.01,13.724354,315.441509098308,1270.0531,1354.1172,2922.231,407.07297,1354.1172,1011.1,-3.9,7.7,520.0,290.0,274.7,3.1,0.6,1.0,0.0,1.89052119883468,2.02326477540384,68,,67,9.24029715326599,72.0,1.9,2.5769200325012207,2.452846050262451,0.8791972398757935,1.0196977853775024,0.31005749106407166,-1.080373764038086,2.5769200325012207,2.452846050262451,0.8791972398757935,1.0196977853775024,0.31005749106407166,-1.080373764038086
336,FRA,08LA004,1353.8,-119.755122071835,52.1453360003261,-1170.87,0.47378,0.68,0.08,0.12,0.0,0.01,0.01,0.08,0.02,0.0,0.68,0.08,0.13,0.0,0.01,0.01,0.08,0.01,0.0,0.68,0.08,0.13,0.01,0.01,0.01,0.08,0.01,-0.01,15.543305,341.784339295073,1536.0,1510.5072,2612.7119,819.30487,1510.5072,1424.4,-4.4,6.5,516.2,444.1,285.0,2.8,0.5,1.0,0.0,2.87995762398244,3.1593683032985,31,,30,7.21140912094362,25.0,1.0499999999999998,3.0046498775482178,2.864269256591797,0.7870945334434509,0.950850784778595,0.4498273730278015,-0.7343195080757141,3.0046498775482178,2.864269256591797,0.7870945334434509,0.950850784778595,0.4498273730278015,-0.7343195080757141
337,FRA,08LA007,3095.2,-120.089969994778,52.4657170187139,-1343.54,6.15282,0.55,0.08,0.16,0.01,0.01,0.01,0.05,0.13,0.0,0.54,0.08,0.21,0.01,0.01,0.02,0.05,0.08,0.0,0.5,0.13,0.22,0.01,0.01,0.01,0.05,0.07,0.0,21.584961,351.041885886832,1649.3898,1604.3951,2922.231,677.0,1604.3951,1311.2,-5.1,5.9,494.2,488.7,281.5,2.9,0.5,1.0,0.0,3.90229306108041,4.13192647825542,46,,44,8.03793083210637,37.0,0.4000000000000003,3.29480242729187,3.2059106826782227,0.9476584792137146,1.0751643180847168,0.22587981820106506,-1.2501870393753052,3.29480242729187,3.2059106826782227,0.9476584792137146,1.0751643180847168,0.22587981820106506,-1.2501870393753052
338,FRA,08LA008,4761.2,-120.840224762721,51.8225748704241,-1111.75,0.43785,0.76,0.1,0.06,0.01,0.02,0.01,0.05,0.0,-0.01,0.75,0.1,0.07,0.01,0.02,0.01,0.05,0.0,-0.01,0.67,0.15,0.1,0.01,0.01,0.0,0.05,0.0,0.0099999999999998,8.4641562,328.914727073936,1145.507,1183.4432,2448.3088,626.39459,1183.4432,705.7,-3.2,9.0,528.4,135.0,269.6,3.4,0.6,1.0,0.0,0.626728661747867,0.761327165206778,33,,34,8.46846502532489,22.0,2.9,1.409475326538086,1.1975829601287842,0.8598931431770325,1.0467842817306519,0.3984254002571106,-0.5727624893188477,1.409475326538086,1.1975829601287842,0.8598931431770325,1.0467842817306519,0.3984254002571106,-0.5727624893188477
339,FRA,08LA009,2370.8,-120.03712559505,52.5291763318462,-1387.65,7.7827,0.48,0.09,0.17,0.01,0.01,0.02,0.05,0.17,0.0,0.47,0.1,0.25,0.01,0.01,0.02,0.05,0.1,-0.01,0.43,0.14,0.26,0.01,0.01,0.02,0.05,0.1,-0.02,23.593582,321.462299832578,1726.431,1673.6073,2922.231,681.02161,1673.6073,1370.0,-5.4,5.5,485.3,545.3,283.5,2.8,0.5,1.0,0.0,4.27093441557579,4.27413302924878,15,,13,7.7714044395307,5.0,0.0499999999999998,3.4072916507720947,3.352407217025757,0.8986040353775024,1.022786259651184,0.17373812198638916,-1.262143611907959,3.4072916507720947,3.352407217025757,0.8986040353775024,1.022786259651184,0.17373812198638916,-1.262143611907959
340,FRA,08LA013,900.5,-120.151549456652,52.6668466784107,-1460.11,8.86104,0.45,0.08,0.15,0.01,0.01,0.02,0.06,0.23,-0.01,0.44,0.08,0.24,0.01,0.01,0.02,0.06,0.14,0.0,0.4,0.12,0.26,0.01,0.01,0.02,0.06,0.13,-0.01,23.406624,315.710439159416,1744.1671,1705.8794,2922.231,860.87775,1705.8794,1362.9,-5.7,5.1,475.8,596.0,282.9,2.8,0.5,1.0,0.0,4.3357816719649,4.42209754164833,25,,24,6.80406004264337,23.0,-0.3000000000000002,3.3371317386627197,3.253662109375,0.997229278087616,1.1164987087249756,0.1378049999475479,-1.390955924987793,3.3371317386627197,3.253662109375,0.997229278087616,1.1164987087249756,0.1378049999475479,-1.390955924987793
341,FRA,08LA018,161.9,-119.975483744407,52.6668812118094,-1523.46,13.06333,0.48,0.07,0.15,0.01,0.01,0.02,0.03,0.23,-2.2204460492503086e-16,0.47,0.07,0.26,0.01,0.01,0.03,0.03,0.13,-0.01,0.45,0.08,0.3,0.01,0.01,0.02,0.02,0.11,-2.2204460492503086e-16,23.561802,259.259392365349,1840.7612,1821.1741,2724.9568,1026.9363,1821.1741,1456.0,-6.5,4.5,453.3,672.4,296.2,2.8,0.5,1.0,0.0,4.217390763939,4.83752294454089,13,,13,5.093136515608,12.0,-1.0,3.218628168106079,3.0842857360839844,1.0386651754379272,1.1739157438278198,0.22496864199638367,-1.2470349073410034,3.218628168106079,3.0842857360839844,1.0386651754379272,1.1739157438278198,0.22496864199638367,-1.2470349073410034
342,FRA,08LA027,385.0,-120.744744776231,51.5632558750067,-1052.0,0.0,0.69,0.09,0.06,0.01,0.04,0.01,0.1,0.0,1.11022302462516e-16,0.68,0.1,0.07,0.01,0.04,0.01,0.1,0.0,-0.01,0.56,0.16,0.13,0.01,0.03,0.01,0.1,0.0,-2.2204460492503086e-16,6.6534462,283.803586759386,1175.0,1211.2865,1670.1544,1016.2434,1211.2865,626.7,-3.1,9.0,523.6,108.7,271.8,3.4,0.6,1.0,0.0,0.275628726099363,0.425268602107621,17,,16,5.95583736946483,24.0,2.95,0.4310144782066345,0.3898209035396576,1.1275538206100464,1.3201357126235962,0.28109538555145264,-0.8446059823036194,0.4310144782066345,0.3898209035396576,1.1275538206100464,1.3201357126235962,0.28109538555145264,-0.8446059823036194
343,FRA,08LA028,79.9,-120.563403498101,51.6398319686746,-1052.0,0.0,0.93,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.92,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.82,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.01,12.707382,243.503620062344,1508.9803,1499.0406,1956.252,1167.9509,1499.0406,750.6,-4.5,7.2,486.3,157.6,279.9,3.3,0.6,1.0,0.0,0.772365891117841,1.52560838610676,16,,14,4.39321382406445,13.0,1.35,1.144181489944458,0.7617674469947815,1.19640052318573,1.44217050075531,0.6037672758102417,-0.45553573966026306,1.144181489944458,0.7617674469947815,1.19640052318573,1.44217050075531,0.6037672758102417,-0.45553573966026306
346,FRA,08LB020,1160.9,-119.827051139454,51.3304986163351,-1081.23,0.3246,0.79,0.12,0.07,0.0,0.01,0.0,0.02,0.0,-0.01,0.76,0.12,0.09,0.0,0.01,0.0,0.02,0.0,0.0,0.64,0.21,0.12,0.0,0.01,0.0,0.01,0.0,0.01,15.804461,179.137292396368,1245.2911,1272.304,2536.6572,380.45432,1272.304,831.8,-2.7,8.2,552.0,179.7,271.4,3.3,0.6,1.0,0.0,1.09147393024772,1.54281376086313,60,,63,7.05781187518882,64.0,2.75,1.887665867805481,1.5698938369750977,0.8981921076774597,1.0820995569229126,0.7659958600997925,-0.48244163393974304,1.887665867805481,1.5698938369750977,0.8981921076774597,1.0820995569229126,0.7659958600997925,-0.48244163393974304
347,FRA,08LB022,17569.2,-120.068989150522,52.0183919771182,-1189.49,3.05752,0.7,0.1,0.1,0.01,0.01,0.01,0.04,0.05,-0.02,0.68,0.1,0.12,0.01,0.01,0.01,0.04,0.03,0.0,0.62,0.15,0.14,0.01,0.01,0.01,0.04,0.03,-0.01,15.726232,295.820159000208,1328.2975,1379.4602,3271.5298,372.55743,1379.4602,1060.0,-3.9,7.6,524.0,312.1,275.3,3.1,0.6,1.0,0.0,2.01807644615513,2.34576830091013,10,,9,9.77395956415563,8.0,1.85,2.5823636054992676,2.501713752746582,0.9510971307754517,1.1029484272003174,0.2670973539352417,-1.1251558065414429,2.5823636054992676,2.501713752746582,0.9510971307754517,1.1029484272003174,0.2670973539352417,-1.1251558065414429
348,FRA,08LB024,138.3,-120.300651409073,51.1531437191188,-1052.0,0.0,0.41,0.3,0.26,0.01,0.01,0.0,0.01,0.0,0.0,0.38,0.31,0.29,0.01,0.01,0.0,0.01,0.0,-0.01,0.42,0.39,0.18,0.0,0.0,0.0,0.01,0.0,0.0,10.676147,90.1636879128052,1293.6436,1248.3907,1660.1154,602.29767,1248.3907,614.8,-2.8,8.7,526.7,114.1,275.9,3.5,0.6,1.0,0.0,0.487755730152829,0.87333242877386,45,,44,4.93662988078576,49.0,2.95,0.7524959444999695,0.41695478558540344,1.0228780508041382,1.2666847705841064,0.6838635802268982,0.03354071453213692,0.7524959444999695,0.41695478558540344,1.0228780508041382,1.2666847705841064,0.6838635802268982,0.03354071453213692
349,FRA,08LB038,271.7,-119.437428179425,52.1358741067815,-1290.46,0.66609,0.59,0.15,0.19,0.01,0.01,0.01,0.01,0.03,0.0,0.58,0.15,0.21,0.01,0.01,0.01,0.01,0.02,0.0,0.58,0.18,0.2,0.01,0.01,0.01,0.01,0.01,-0.01,22.264898,140.446720534392,1553.6951,1514.9868,2530.1345,674.01178,1514.9868,1424.5,-4.3,6.6,522.7,470.1,285.1,2.8,0.5,1.0,0.0,3.49378612584921,4.46462169433724,33,,33,5.60837228985154,39.0,1.15,3.026484727859497,2.7804629802703857,0.9599131345748901,1.1304166316986084,0.5146146416664124,-0.8748685121536255,3.026484727859497,2.7804629802703857,0.9599131345748901,1.1304166316986084,0.5146146416664124,-0.8748685121536255
350,FRA,08LB047,4494.2,-119.32228982391,52.161849549352,-1276.87,6.98225,0.63,0.11,0.13,0.01,0.01,0.01,0.01,0.08,0.01,0.62,0.12,0.16,0.01,0.01,0.01,0.01,0.06,0.0,0.56,0.17,0.18,0.01,0.01,0.01,0.01,0.05,-2.2204460492503086e-16,21.850117,240.545466819569,1541.4344,1524.8876,3271.5298,414.25662,1524.8876,1301.8,-4.6,6.7,515.9,448.8,281.2,2.9,0.5,1.0,0.0,2.91645891981206,2.99941634966812,56,,55,8.41076543979799,62.0,1.0500000000000005,3.0160694122314453,2.9295811653137207,0.9064347147941589,1.0376794338226318,0.1643223911523819,-1.180921196937561,3.0160694122314453,2.9295811653137207,0.9064347147941589,1.0376794338226318,0.1643223911523819,-1.180921196937561
351,FRA,08LB064,19585.9,-120.05450107851,51.9340597309945,-1177.07,2.76193,0.7,0.11,0.1,0.01,0.01,0.01,0.03,0.04,-0.01,0.69,0.11,0.12,0.01,0.01,0.01,0.03,0.03,-0.01,0.62,0.16,0.14,0.01,0.01,0.01,0.03,0.02,0.0,15.657757,291.785105978414,1318.0,1364.2429,3271.5298,356.96893,1364.2429,1026.0,-3.7,7.7,527.0,295.1,274.9,3.1,0.6,1.0,0.0,1.89523693159265,1.95642499327837,61,,60,9.88261625441464,64.0,2.0,2.597229480743408,2.4919185638427734,0.8633080720901489,0.997134268283844,0.2772510349750519,-1.1137205362319946,2.597229480743408,2.4919185638427734,0.8633080720901489,0.997134268283844,0.2772510349750519,-1.1137205362319946
352,FRA,08LB069,624.6,-119.802223331841,51.4024247083917,-1106.32,0.6033,0.77,0.12,0.09,0.0,0.0,0.0,0.01,0.0,0.01,0.74,0.13,0.11,0.0,0.0,0.0,0.01,0.0,0.01,0.63,0.2,0.15,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,18.108616,146.063578974023,1493.1289,1428.3794,2536.6572,543.14612,1428.3794,919.5,-3.5,7.3,529.6,218.5,276.4,3.2,0.6,1.0,0.0,1.61238283027453,2.37944380153485,53,,52,6.4387111892311,57.0,1.9,2.2107648849487305,1.8945194482803345,0.9244076013565063,1.1182622909545898,0.7763099074363708,-0.4365072548389435,2.2107648849487305,1.8945194482803345,0.9244076013565063,1.1182622909545898,0.7763099074363708,-0.4365072548389435
353,FRA,08LB076,168.2,-119.870856556052,51.4459481432861,-1170.77,0.3192,0.77,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.01,0.73,0.14,0.12,0.01,0.01,0.0,0.0,0.0,-0.01,20.576397,146.264722185459,1675.2605,1622.7152,2536.6572,767.32214,1622.7152,962.0,-4.6,6.0,490.6,259.7,283.8,3.2,0.6,1.0,0.0,2.0698130065223,3.06179267025725,44,,43,5.13108144717212,47.0,0.7000000000000002,2.419595718383789,2.1178510189056396,0.9643527865409851,1.1718189716339111,0.592387855052948,-0.31554028391838074,2.419595718383789,2.1178510189056396,0.9643527865409851,1.1718189716339111,0.592387855052948,-0.31554028391838074
354,FRA,08LB077,268.8,-118.981831875139,52.276295241029,-1436.78,2.22731,0.44,0.09,0.22,0.01,0.01,0.02,0.02,0.18,0.01,0.43,0.1,0.29,0.01,0.01,0.02,0.02,0.12,0.0,0.4,0.12,0.32,0.01,0.01,0.02,0.02,0.1,-2.2204460492503086e-16,27.739468,187.907921514573,1891.2417,1880.4067,3271.5298,703.33221,1880.4067,1368.8,-7.0,5.2,448.1,662.2,298.6,2.8,0.5,1.0,0.0,3.39774059464041,3.5868215722991,7,,6,5.59768094377366,6.0,-0.8999999999999999,3.0408730506896973,2.9066710472106934,1.0273982286453247,1.148931622505188,0.20670023560523987,-1.3626600503921509,3.0408730506896973,2.9066710472106934,1.0273982286453247,1.148931622505188,0.20670023560523987,-1.3626600503921509
356,FRA,08LC004,30.6,-119.013290299297,50.6060178783409,-1133.58,0.0,0.95,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,14.432878,206.751681496213,1271.0972,1262.1914,1872.6437,447.0,1262.1914,864.4,-0.8,8.6,627.2,192.1,279.2,3.5,0.6,1.0,0.0,1.22919695968275,1.84014619376966,10,,8,3.45315712059287,7.0,3.9,1.8255313634872437,1.4715148210525513,1.0688575506210327,1.2501113414764404,0.5253110527992249,-0.8526334762573242,1.8255313634872437,1.4715148210525513,1.0688575506210327,1.2501113414764404,0.5253110527992249,-0.8526334762573242
358,FRA,08LC040,67.1,-118.980464195835,50.3389358635279,-1052.0,0.0,0.84,0.12,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.78,0.13,0.07,0.0,0.01,0.0,0.0,0.0,0.01,0.57,0.34,0.08,0.0,0.0,0.0,0.0,0.0,0.01,11.922373,116.182812043432,1059.2063,1083.9702,1888.5354,500.43332,1083.9702,703.8,-0.1,10.0,643.7,117.2,270.3,3.7,0.6,1.0,0.0,0.6539766616416,0.992134546258513,48,,47,4.22097721315547,42.0,4.95,1.143904447555542,0.8267899751663208,1.0434470176696777,1.2466065883636475,0.5374095439910889,-0.649211049079895,1.143904447555542,0.8267899751663208,1.0434470176696777,1.2466065883636475,0.5374095439910889,-0.649211049079895
359,FRA,08LD001,3204.8,-119.337620466361,51.4724658080944,-1146.35,1.86612,0.75,0.09,0.07,0.0,0.01,0.01,0.05,0.03,-0.01,0.72,0.1,0.09,0.0,0.01,0.01,0.05,0.02,0.0,0.58,0.21,0.12,0.01,0.01,0.01,0.05,0.02,-0.01,18.434633,312.833079394285,1272.959,1256.7745,2857.4431,400.76825,1256.7745,1136.7,-2.4,8.1,580.5,292.3,270.5,3.1,0.6,1.0,0.0,1.93629189005809,1.74623426534478,68,,68,8.07271694819178,68.0,2.85,2.7425715923309326,2.676816701889038,0.7283419966697693,0.8579225540161133,0.2657471001148224,-1.036760926246643,2.7425715923309326,2.676816701889038,0.7283419966697693,0.8579225540161133,0.2657471001148224,-1.036760926246643
360,FRA,08LE024,936.4,-118.603504235505,51.0621915039504,-1327.82,5.80716,0.71,0.11,0.12,0.01,0.01,0.01,0.01,0.03,-0.01,0.69,0.12,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.54,0.24,0.17,0.01,0.01,0.01,0.01,0.02,-0.01,24.835131,205.385974987158,1418.8953,1372.0917,2859.0684,364.70724,1372.0917,1307.6,-1.6,7.2,614.2,391.8,273.0,3.2,0.5,1.0,0.0,3.49355635490759,3.83774675100867,55,,62,6.84311008548861,56.0,2.8,3.2288658618927,3.085608720779419,0.8011372089385986,0.9561968445777893,0.4065666198730469,-0.8074387907981873,3.2288658618927,3.085608720779419,0.8011372089385986,0.9561968445777893,0.4065666198730469,-0.8074387907981873
361,FRA,08LE027,801.6,-118.837426506142,51.4394307986503,-1210.16,3.68169,0.68,0.1,0.13,0.0,0.0,0.01,0.01,0.06,0.01,0.67,0.1,0.15,0.0,0.01,0.01,0.01,0.04,0.0099999999999998,0.61,0.18,0.16,0.01,0.01,0.01,0.01,0.03,-0.02,20.766565,226.245704306612,1442.3588,1385.0353,2729.1267,348.2424,1385.0353,1356.1,-2.4,7.0,590.3,404.6,275.6,3.0,0.5,1.0,0.0,3.94355052927321,4.4915990712057,51,,62,6.68785645783282,52.0,2.3,3.2723324298858643,3.1453745365142822,0.8864288926124573,1.0456281900405884,0.31061357259750366,-0.9400373697280884,3.2723324298858643,3.1453745365142822,0.8864288926124573,1.0456281900405884,0.31061357259750366,-0.9400373697280884
362,FRA,08LE031,15864.8,-119.048629749677,50.8837159842989,-1151.06,1.32309,0.74,0.09,0.07,0.01,0.02,0.01,0.04,0.01,0.01,0.72,0.1,0.09,0.01,0.02,0.01,0.04,0.01,0.0,0.6,0.21,0.12,0.01,0.02,0.01,0.04,0.01,-0.02,16.770498,305.979783494469,1202.6926,1189.8408,2859.0684,341.0,1189.8408,974.9,-1.1,8.8,620.8,229.1,268.6,3.4,0.6,1.0,0.0,1.68049844216085,1.48867631433666,56,,68,9.67192112821084,58.0,3.850000000000001,2.657315969467163,2.4804847240448,0.6413023471832275,0.7666528224945068,0.5487341284751892,-0.7718952894210815,2.657315969467163,2.4804847240448,0.6413023471832275,0.7666528224945068,0.5487341284751892,-0.7718952894210815
